procedure	provider	city	region	district	price_inr	rating	phone
Mammography	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	1684	3.9	+91-9945650717
Thyroid Profile	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	638	3.9	+91-9945650717
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	1467	3.9	+91-9945650717
Urine Routine Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	181	3.9	+91-9945650717
Vitamin D Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	993	3.9	+91-9945650717
2D Echo	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	2437	3.6	+91-8486428151
Blood Sugar Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	191	3.6	+91-8486428151
CBC Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	327	3.6	+91-8486428151
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	765	3.6	+91-8486428151
CT Scan Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	4230	3.6	+91-8486428151
CT Scan Chest	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	4840	3.6	+91-8486428151
Chest X-Ray	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	513	3.6	+91-8486428151
Dengue Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	662	3.6	+91-8486428151
ECG	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	403	3.6	+91-8486428151
HbA1c Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	436	3.6	+91-8486428151
Kidney Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	699	3.6	+91-8486428151
Lipid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	714	3.6	+91-8486428151
Liver Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	670	3.6	+91-8486428151
MRI Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	6458	3.6	+91-8486428151
MRI Spine	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	5572	3.6	+91-8486428151
Mammography	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	1774	3.6	+91-8486428151
Thyroid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	584	3.6	+91-8486428151
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	1496	3.6	+91-8486428151
Urine Routine Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	232	3.6	+91-8486428151
Vitamin D Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Keshampet	986	3.6	+91-8486428151
2D Echo	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	2518	3.6	+91-8831688924
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	203	3.6	+91-8831688924
CBC Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	374	3.6	+91-8831688924
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	821	3.6	+91-8831688924
CT Scan Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	3366	3.6	+91-8831688924
CT Scan Chest	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	4069	3.6	+91-8831688924
Chest X-Ray	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	516	3.6	+91-8831688924
Dengue Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	627	3.6	+91-8831688924
ECG	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	482	3.6	+91-8831688924
HbA1c Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	428	3.6	+91-8831688924
Kidney Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	684	3.6	+91-8831688924
Lipid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	686	3.6	+91-8831688924
Liver Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	860	3.6	+91-8831688924
MRI Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	5631	3.6	+91-8831688924
MRI Spine	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	6707	3.6	+91-8831688924
Mammography	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	2170	3.6	+91-8831688924
Thyroid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	631	3.6	+91-8831688924
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	1742	3.6	+91-8831688924
Urine Routine Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	204	3.6	+91-8831688924
Vitamin D Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Keshampet	876	3.6	+91-8831688924
2D Echo	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	2430	4.6	+91-9725268439
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	178	4.6	+91-9725268439
CBC Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	349	4.6	+91-9725268439
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	868	4.6	+91-9725268439
CT Scan Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	3439	4.6	+91-9725268439
CT Scan Chest	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	4109	4.6	+91-9725268439
Chest X-Ray	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	514	4.6	+91-9725268439
Dengue Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	584	4.6	+91-9725268439
ECG	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	414	4.6	+91-9725268439
HbA1c Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	412	4.6	+91-9725268439
Kidney Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	624	4.6	+91-9725268439
Lipid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	593	4.6	+91-9725268439
Liver Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	735	4.6	+91-9725268439
MRI Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	5382	4.6	+91-9725268439
MRI Spine	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	5587	4.6	+91-9725268439
Mammography	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	1757	4.6	+91-9725268439
Thyroid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	567	4.6	+91-9725268439
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	1467	4.6	+91-9725268439
Urine Routine Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	190	4.6	+91-9725268439
Vitamin D Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Keshampet	881	4.6	+91-9725268439
2D Echo	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	2272	4.4	+91-7400075093
Blood Sugar Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	177	4.4	+91-7400075093
CBC Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	386	4.4	+91-7400075093
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	924	4.4	+91-7400075093
CT Scan Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	4006	4.4	+91-7400075093
CT Scan Chest	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	3994	4.4	+91-7400075093
Chest X-Ray	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	470	4.4	+91-7400075093
Dengue Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	583	4.4	+91-7400075093
ECG	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	497	4.4	+91-7400075093
HbA1c Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	402	4.4	+91-7400075093
Kidney Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	737	4.4	+91-7400075093
Lipid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	728	4.4	+91-7400075093
Liver Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	831	4.4	+91-7400075093
MRI Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	5530	4.4	+91-7400075093
MRI Spine	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	6109	4.4	+91-7400075093
Mammography	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	1859	4.4	+91-7400075093
Thyroid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	610	4.4	+91-7400075093
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	1675	4.4	+91-7400075093
Urine Routine Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	215	4.4	+91-7400075093
Vitamin D Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Kondurg	1002	4.4	+91-7400075093
2D Echo	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	2460	4.6	+91-8962845431
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	219	4.6	+91-8962845431
CBC Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	367	4.6	+91-8962845431
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	793	4.6	+91-8962845431
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	3597	4.6	+91-8962845431
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	5105	4.6	+91-8962845431
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	525	4.6	+91-8962845431
Dengue Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	724	4.6	+91-8962845431
ECG	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	390	4.6	+91-8962845431
HbA1c Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	503	4.6	+91-8962845431
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	719	4.6	+91-8962845431
Lipid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	708	4.6	+91-8962845431
Liver Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	814	4.6	+91-8962845431
MRI Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	5195	4.6	+91-8962845431
MRI Spine	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	6621	4.6	+91-8962845431
Mammography	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	2202	4.6	+91-8962845431
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	626	4.6	+91-8962845431
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	1911	4.6	+91-8962845431
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	195	4.6	+91-8962845431
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	1049	4.6	+91-8962845431
2D Echo	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	2107	3.5	+91-8370081987
Blood Sugar Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	185	3.5	+91-8370081987
CBC Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	361	3.5	+91-8370081987
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	731	3.5	+91-8370081987
CT Scan Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	4041	3.5	+91-8370081987
CT Scan Chest	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	3929	3.5	+91-8370081987
Chest X-Ray	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	568	3.5	+91-8370081987
Dengue Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	583	3.5	+91-8370081987
ECG	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	483	3.5	+91-8370081987
HbA1c Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	505	3.5	+91-8370081987
Kidney Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	779	3.5	+91-8370081987
Lipid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	682	3.5	+91-8370081987
Liver Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	707	3.5	+91-8370081987
MRI Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	5418	3.5	+91-8370081987
MRI Spine	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	6975	3.5	+91-8370081987
Mammography	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	1718	3.5	+91-8370081987
Thyroid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	526	3.5	+91-8370081987
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	1457	3.5	+91-8370081987
Urine Routine Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	214	3.5	+91-8370081987
Vitamin D Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Kondurg	1018	3.5	+91-8370081987
2D Echo	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	2428	4.8	+91-8223937506
Blood Sugar Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	186	4.8	+91-8223937506
CBC Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	414	4.8	+91-8223937506
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	802	4.8	+91-8223937506
CT Scan Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	4242	4.8	+91-8223937506
CT Scan Chest	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	4952	4.8	+91-8223937506
Chest X-Ray	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	527	4.8	+91-8223937506
Dengue Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	570	4.8	+91-8223937506
ECG	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	466	4.8	+91-8223937506
HbA1c Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	409	4.8	+91-8223937506
Kidney Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	697	4.8	+91-8223937506
Lipid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	736	4.8	+91-8223937506
Liver Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	654	4.8	+91-8223937506
MRI Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	6361	4.8	+91-8223937506
MRI Spine	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	6294	4.8	+91-8223937506
Mammography	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	1820	4.8	+91-8223937506
Thyroid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	606	4.8	+91-8223937506
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	1659	4.8	+91-8223937506
Urine Routine Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	175	4.8	+91-8223937506
Vitamin D Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Kondurg	1072	4.8	+91-8223937506
2D Echo	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	2079	4.9	+91-8747080921
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	183	4.9	+91-8747080921
CBC Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	379	4.9	+91-8747080921
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	721	4.9	+91-8747080921
CT Scan Brain	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	3218	4.9	+91-8747080921
CT Scan Chest	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	4722	4.9	+91-8747080921
Chest X-Ray	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	535	4.9	+91-8747080921
Dengue Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	728	4.9	+91-8747080921
ECG	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	382	4.9	+91-8747080921
HbA1c Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	433	4.9	+91-8747080921
Kidney Function Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	605	4.9	+91-8747080921
Lipid Profile	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	757	4.9	+91-8747080921
Liver Function Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	824	4.9	+91-8747080921
MRI Brain	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	5066	4.9	+91-8747080921
MRI Spine	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	6210	4.9	+91-8747080921
Mammography	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	2055	4.9	+91-8747080921
Thyroid Profile	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	604	4.9	+91-8747080921
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	1675	4.9	+91-8747080921
Urine Routine Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	205	4.9	+91-8747080921
Vitamin D Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	932	4.9	+91-8747080921
2D Echo	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	2299	3.1	+91-7516167924
Blood Sugar Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	178	3.1	+91-7516167924
CBC Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	408	3.1	+91-7516167924
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	758	3.1	+91-7516167924
CT Scan Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	3223	3.1	+91-7516167924
CT Scan Chest	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	4761	3.1	+91-7516167924
Chest X-Ray	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	543	3.1	+91-7516167924
Dengue Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	696	3.1	+91-7516167924
ECG	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	438	3.1	+91-7516167924
HbA1c Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	516	3.1	+91-7516167924
Kidney Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	719	3.1	+91-7516167924
Lipid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	761	3.1	+91-7516167924
Liver Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	822	3.1	+91-7516167924
MRI Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	5272	3.1	+91-7516167924
MRI Spine	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	6134	3.1	+91-7516167924
Mammography	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	1774	3.1	+91-7516167924
Thyroid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	607	3.1	+91-7516167924
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	1627	3.1	+91-7516167924
Urine Routine Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	200	3.1	+91-7516167924
Vitamin D Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Kondurg	980	3.1	+91-7516167924
2D Echo	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	2449	3.3	+91-8932531076
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	190	3.3	+91-8932531076
CBC Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	325	3.3	+91-8932531076
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	837	3.3	+91-8932531076
CT Scan Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	3914	3.3	+91-8932531076
CT Scan Chest	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	4627	3.3	+91-8932531076
Chest X-Ray	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	568	3.3	+91-8932531076
Dengue Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	735	3.3	+91-8932531076
ECG	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	481	3.3	+91-8932531076
HbA1c Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	473	3.3	+91-8932531076
Kidney Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	773	3.3	+91-8932531076
Lipid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	686	3.3	+91-8932531076
Liver Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	759	3.3	+91-8932531076
MRI Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	5158	3.3	+91-8932531076
MRI Spine	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	5929	3.3	+91-8932531076
Mammography	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	1866	3.3	+91-8932531076
Thyroid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	542	3.3	+91-8932531076
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	1569	3.3	+91-8932531076
Urine Routine Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	183	3.3	+91-8932531076
Vitamin D Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Kondurg	899	3.3	+91-8932531076
2D Echo	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	2502	4.1	+91-8428682231
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	212	4.1	+91-8428682231
CBC Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	413	4.1	+91-8428682231
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	908	4.1	+91-8428682231
CT Scan Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	3333	4.1	+91-8428682231
CT Scan Chest	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	4777	4.1	+91-8428682231
Chest X-Ray	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	583	4.1	+91-8428682231
Dengue Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	567	4.1	+91-8428682231
ECG	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	397	4.1	+91-8428682231
HbA1c Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	393	4.1	+91-8428682231
Kidney Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	617	4.1	+91-8428682231
Lipid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	763	4.1	+91-8428682231
Liver Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	841	4.1	+91-8428682231
MRI Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	5050	4.1	+91-8428682231
MRI Spine	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	5332	4.1	+91-8428682231
Mammography	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	1716	4.1	+91-8428682231
Thyroid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	647	4.1	+91-8428682231
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	1594	4.1	+91-8428682231
Urine Routine Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	206	4.1	+91-8428682231
Vitamin D Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Kondurg	978	4.1	+91-8428682231
2D Echo	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	2597	3.8	+91-9081734556
Blood Sugar Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	173	3.8	+91-9081734556
CBC Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	357	3.8	+91-9081734556
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	861	3.8	+91-9081734556
CT Scan Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	4100	3.8	+91-9081734556
CT Scan Chest	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	4735	3.8	+91-9081734556
Chest X-Ray	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	483	3.8	+91-9081734556
Dengue Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	557	3.8	+91-9081734556
ECG	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	409	3.8	+91-9081734556
HbA1c Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	467	3.8	+91-9081734556
Kidney Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	764	3.8	+91-9081734556
Lipid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	691	3.8	+91-9081734556
Liver Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	777	3.8	+91-9081734556
MRI Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	5458	3.8	+91-9081734556
MRI Spine	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	6734	3.8	+91-9081734556
Mammography	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	2220	3.8	+91-9081734556
Thyroid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	579	3.8	+91-9081734556
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	1756	3.8	+91-9081734556
Urine Routine Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	204	3.8	+91-9081734556
Vitamin D Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Madgul	945	3.8	+91-9081734556
2D Echo	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	2239	4.7	+91-7244820724
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	224	4.7	+91-7244820724
CBC Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	373	4.7	+91-7244820724
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	782	4.7	+91-7244820724
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	3444	4.7	+91-7244820724
